PersonID,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR,VEHWRK,POPDENS,MALE,AGE,HIGHINC
1,1,0,1,1,0,0,1.8362,26.7,47,2,0.0749,2.62,51.4,4.2,0.1573,1.31,47.9,37.6,1.4082,3,2,23.2,1,46,0
2,1,0,1,1,0,0,1.8362,4.9,12,8,1.6327,1.23,15.3,10.4,2.1224,0.62,15.1,32.4,6.6122,1.25,1,35.52,1,31,0
3,1,0,1,1,0,0,1.8362,2.8,28,5,1.7857,1.02,34.7,6.8,2.4286,0.52,80.8,45,16.0714,4.15,1,35.52,1,31,0
4,1,0,1,1,0,0,1.8362,22.1,28,5,0.2262,2.17,34.7,6.8,0.3077,1.08,71,51.5,2.3303,4.25,1,35.52,1,31,0
5,1,0,3,0,0,1,0.2982,2.5,7,4,1.6,0.28,9.4,6.3,2.52,0.14,4.9,12.9,5.16,0,0.5,29.61,0,25,0
6,1,0,3,0,0,1,0.2982,2.5,6,4,1.6,0.28,8.1,5.9,2.36,0.14,4.9,12.4,4.96,0,0.5,29.61,0,20,0
7,1,0,3,0,0,1,0.2982,2.5,6,4,1.6,0.28,8,5.6,2.24,0.14,4.9,17.7,7.08,0.75,0.5,29.61,0,20,0
8,1,0,1,1,0,0,1.8362,2.5,6,4,1.6,2.74,8,5.6,2.24,1.37,4.9,13.4,5.36,0,0.5,29.61,0,25,0
9,1,0,1,1,0,0,1.8362,2.5,6,4,1.6,2.74,8,5.6,2.24,1.37,4.9,19.2,7.68,0.75,0.5,29.61,0,25,0
10,1,0,1,1,0,0,1.8362,5.2,14,2,0.3846,0.51,16.7,4.2,0.8077,0.26,31.5,32.8,6.3077,0.75,1,1.05,0,48,0
11,1,0,1,1,0,0,1.8362,6.7,13,2,0.2985,0.66,15.7,3.8,0.5672,0.33,31.5,32.8,4.8955,0.75,1,1.05,0,48,0
12,1,0,1,1,0,0,1.8362,5.4,18,7,1.2963,0.53,20.9,9.4,1.7407,0.27,21.1,26.3,4.8704,0.75,1,40.84,0,56,0
13,1,0,1,1,0,0,1.8362,1.5,15,7,4.6667,4.4,18.9,9.2,6.1333,2.19,18.8,24.8,16.5333,1.25,1,23.73,1,48,0
14,1,0,1,1,0,0,1.8362,4,11,4,1,0.39,13.5,5.9,1.475,0.2,30.8,32.6,8.15,1,1,16.03,1,65,0
15,1,0,1,1,0,0,1.8362,3.3,10,8,2.4242,0.32,12.5,10.3,3.1212,0.16,19.6,14.6,4.4242,0.75,0.6,29.56,1,49,0
16,1,0,1,1,0,0,1.8362,1,10,8,8,0.1,12.9,10.4,10.4,0.05,18.5,21.5,21.5,0.75,0.6,29.56,1,49,0
17,1,0,1,1,0,0,1.8362,5.7,14,7,1.2281,0.56,17.7,9.2,1.614,0.28,27.9,18.2,3.193,0.75,0.6,29.56,1,49,0
18,1,0,3,0,0,1,0.2982,1,3,7,7,1.95,5.2,9.4,9.4,0.98,6.4,4,4,0.5,1,19.83,0,54,0
19,1,0,3,0,0,1,0.2982,1,3,7,7,1.95,4.9,9.2,9.2,0.98,4.2,3.5,3.5,0.5,1,19.83,0,54,0
20,1,0,2,0,1,0,0.6426,3.4,12,5,1.4706,0.33,14.6,7,2.0588,0.17,11.6,19.2,5.6471,0.75,0.8,33.82,1,23,0
21,1,0,2,0,1,0,0.6426,3.4,12,5,1.4706,0.33,14.6,7,2.0588,0.17,11.6,12.5,3.6765,0.75,0.8,33.82,1,23,0
22,1,0,2,0,1,0,0.6426,3.7,13,5,1.3514,0.36,15.7,7.3,1.973,0.18,11.6,19.2,5.1892,0.75,0.8,33.82,1,23,0
23,1,0,2,0,1,0,0.6426,3.4,12,5,1.4706,0.33,14.6,7,2.0588,0.17,11.6,24.6,7.2353,0.75,0.8,33.82,1,23,0
24,1,0,2,0,1,0,0.6426,3.7,13,5,1.3514,0.36,15.7,7.3,1.973,0.18,11.6,24.6,6.6486,0.75,0.8,33.82,1,23,0
25,1,0,2,0,1,0,0.6426,3.4,12,5,1.4706,1.83,14.6,7,2.0588,0.92,11.6,24.6,7.2353,0.75,0.8,33.82,0,23,0
26,1,0,2,0,1,0,0.6426,3.7,13,5,1.3514,1.86,15.7,7.3,1.973,0.93,11.6,25.6,6.9189,0.75,0.8,33.82,0,23,0
27,1,0,3,0,0,1,0.2982,7.3,21,8,1.0959,5.68,24.1,10.4,1.4247,2.84,20.9,27.3,3.7397,1,0.5,13.93,0,40,0
28,1,0,3,0,0,1,0.2982,1.7,5,8,4.7059,0.24,6.8,10.4,6.1176,0.13,4.3,15,8.8235,0.5,1,75.67,0,47,0
29,1,0,3,0,0,1,0.2982,1.7,5,8,4.7059,0.24,6.8,10.4,6.1176,0.13,8.2,11.4,6.7059,0.5,1,75.67,0,47,0
30,1,0,3,0,0,1,0.2982,4.1,14,9,2.1951,4.08,16.8,11.4,2.7805,2.04,20.8,12.5,3.0488,0.75,0.5,43.15,0,36,0
31,1,0,3,0,0,1,0.2982,4.4,15,10,2.2727,4.11,17.8,12.5,2.8409,2.05,18.4,9.4,2.1364,0.75,0.5,43.15,0,36,0
32,1,0,2,0,1,0,0.6426,12.1,25,4,0.3306,1.19,28.7,5.9,0.4876,0.59,32.5,62.6,5.1736,2.4,0.5,41.92,1,30,1
33,1,0,2,0,1,0,0.6426,12.1,25,4,0.3306,1.19,28.7,5.9,0.4876,0.59,32.5,62.6,5.1736,2.4,0.5,41.92,1,33,1
34,1,0,2,0,1,0,0.6426,7,22,8,1.1429,3.19,25.1,10.4,1.4857,1.59,32.1,21.8,3.1143,1.25,1,19.88,0,25,0
35,1,0,1,1,0,0,1.8362,14,26,5,0.3571,1.37,29.8,7,0.5,0.69,25.7,29.7,2.1214,3,1,39.34,1,28,0
36,1,0,3,0,0,1,0.2982,3.3,13,8,2.4242,5.28,15.7,10.4,3.1515,2.64,6.2,15.4,4.6667,0.75,1,39.34,0,26,0
37,1,0,3,0,0,1,0.2982,3.6,13,8,2.2222,5.31,15.7,10.3,2.8611,2.65,6.2,19.5,5.4167,0.75,1,39.34,0,26,0
38,1,0,3,0,0,1,0.2982,4.9,16,9,1.8367,4.16,18.8,11.5,2.3469,2.08,26.8,6.9,1.4082,0.75,1,75.67,1,23,0
39,1,0,1,1,0,0,1.8362,8.3,23,5,0.6024,0.81,26.5,7,0.8434,0.41,27.5,42.5,5.1205,2.4,2,16.12,0,30,0
40,1,0,1,1,0,0,1.8362,2.4,7,5,2.0833,0.24,9.2,7,2.9167,0.12,11.9,24.6,10.25,1,1,10.92,1,61,0
41,1,0,3,0,0,1,0.2982,4.1,17,9,2.1951,5.36,20,11.4,2.7805,2.68,13.3,14.3,3.4878,0.75,0.5,39.28,0,35,0
42,1,0,3,0,0,1,0.2982,2.2,8,7,3.1818,0.89,10.4,9.4,4.2727,0.45,5.3,22.2,10.0909,0.75,2,33.82,0,43,0
43,1,0,3,0,0,1,0.2982,2.2,9,7,3.1818,0.89,11.5,9.4,4.2727,0.45,5.6,21,9.5455,0.75,2,33.82,0,43,0
44,1,0,2,0,1,0,0.6426,5.9,15,6,1.0169,0.58,17.9,8.1,1.3729,0.29,10.8,37,6.2712,0.75,0.5,7.24,1,37,0
45,1,0,2,0,1,0,0.6426,5.2,12,6,1.1538,0.51,14.6,8.4,1.6154,0.26,15.3,32.7,6.2885,1.25,0.5,7.24,1,37,0
46,1,0,2,0,1,0,0.6426,7.1,20,5,0.7042,0.7,23.3,7,0.9859,0.35,29.4,40,5.6338,1.75,1,10.92,1,42,1
47,1,0,1,1,0,0,1.8362,12.1,28,4,0.3306,1.19,34.7,5.6,0.4628,0.59,33.7,32.7,2.7025,2,1,15.95,1,45,0
48,1,0,3,0,0,1,0.2982,6.8,24,7,1.0294,5.63,27.2,9.4,1.3824,2.82,15.3,18,2.6471,0.75,1,15.95,0,20,0
49,1,0,3,0,0,1,0.2982,7.5,23,7,0.9333,5.69,26.5,9.2,1.2267,2.84,14.3,13.1,1.7467,0.75,1,15.95,0,20,0
50,1,0,3,0,0,1,0.2982,7.6,18,8,1.0526,5.7,21.1,10.3,1.3553,2.85,18.2,18.5,2.4342,1.25,2,3.63,1,51,0
51,1,0,3,0,0,1,0.2982,7.1,20,8,1.1268,5.66,23,10.4,1.4648,2.83,17.5,21.7,3.0563,1.25,2,3.63,1,51,0
52,1,0,3,0,0,1,0.2982,4.5,18,10,2.2222,5.4,20.9,12.5,2.7778,2.7,14.4,16.8,3.7333,0.75,0.3,43.15,0,26,0
53,1,0,2,0,1,0,0.6426,4.5,18,10,2.2222,0.44,20.9,12.5,2.7778,0.22,14.4,16.5,3.6667,0.75,0.3,43.15,0,25,0
54,1,0,3,0,0,1,0.2982,5.9,18,8,1.3559,5.54,21.1,10.3,1.7458,2.77,16.8,23.6,4,0.75,1,40.84,0,34,0
55,1,0,3,0,0,1,0.2982,7.1,25,6,0.8451,5.66,28.7,8.1,1.1408,2.83,8.1,18.9,2.662,2.05,1,16.17,0,30,0
56,1,0,3,0,0,1,0.2982,6.7,27,6,0.8955,5.62,30.4,8.4,1.2537,2.81,8.1,19.4,2.8955,2.05,1,16.17,0,30,0
57,1,0,3,0,0,1,0.2982,4.7,12,5,1.0638,0.68,15.3,6.8,1.4468,0.34,32,12.4,2.6383,0.75,0.5,75.67,1,36,0
58,1,0,3,0,0,1,0.2982,4.2,13,6,1.4286,0.63,15.7,8.4,2,0.31,32.1,13,3.0952,0.75,0.5,75.67,1,36,0
59,1,0,3,0,0,1,0.2982,4.3,17,8,1.8605,5.38,19.9,10.4,2.4186,2.69,6.9,24.7,5.7442,0.75,0.3,29.69,0,30,0
60,1,0,3,0,0,1,0.2982,4.2,14,8,1.9048,5.37,16.8,10.3,2.4524,2.68,8.4,22.4,5.3333,0.75,0.3,29.69,0,30,0
61,1,0,2,0,1,0,0.6426,7.2,21,6,0.8333,0.71,24.4,8.1,1.125,0.35,45.5,59.1,8.2083,1.5,1,32.77,1,32,1
62,1,0,3,0,0,1,0.2982,2.6,10,9,3.4615,1,12.5,11.4,4.3846,0.5,11.4,23,8.8462,0.5,0.5,35.18,0,40,1
63,1,0,1,1,0,0,1.8362,11.1,30,4,0.3604,1.09,33.5,6.3,0.5676,0.55,57.5,45.4,4.0901,1.75,0.5,35.18,1,36,1
64,1,0,1,1,0,0,1.8362,11.9,28,4,0.3361,1.17,32,5.9,0.4958,0.58,49.5,49.9,4.1933,1.75,0.5,35.18,1,36,1
65,1,0,3,0,0,1,0.2982,4.8,16,9,1.875,5.43,20.2,11.6,2.4167,2.71,16.5,21.5,4.4792,0.75,1,37.12,1,25,0
66,1,0,3,0,0,1,0.2982,4.1,17,9,2.1951,5.36,20,11.4,2.7805,2.68,16.5,19.4,4.7317,0.9,1,37.12,1,25,0
67,1,0,1,1,0,0,1.8362,5.1,15,7,1.3725,1.5,17.8,9.4,1.8431,0.75,29.4,30.5,5.9804,1.25,1,35.27,1,51,1
68,1,0,3,0,0,1,0.2982,5.6,14,7,1.25,1.08,17.7,9.2,1.6429,0.55,15.8,25,4.4643,0.75,0.3,35.27,0,31,1
69,1,0,2,0,1,0,0.6426,1.4,5,6,4.2857,0.14,6.8,8,5.7143,0.07,5.1,15.8,11.2857,0.5,0.3,35.27,0,27,1
70,1,0,2,0,1,0,0.6426,1.4,5,6,4.2857,0.14,7,8.1,5.7857,0.07,4.6,15.2,10.8571,0.5,0.3,35.27,0,27,1
71,1,0,2,0,1,0,0.6426,20.1,30,4,0.199,1.97,33.5,6.3,0.3134,0.98,55.3,44.1,2.194,3.75,1,9.83,0,40,0
72,1,0,3,0,0,1,0.2982,6.2,14,7,1.129,4.29,16.8,9.2,1.4839,2.14,8.1,29.9,4.8226,0.75,0.5,7.98,0,27,0
73,1,0,1,1,0,0,1.8362,1.8,5,4,2.2222,0.18,7.3,6.3,3.5,0.09,11.4,30.7,17.0556,1,1,6.76,1,68,0
74,1,0,1,1,0,0,1.8362,1.8,4,4,2.2222,0.18,5.9,5.9,3.2778,0.09,8.8,22.6,12.5556,1,1,6.76,1,68,0
75,1,0,2,0,1,0,0.6426,6.5,22,8,1.2308,0.64,25.1,10.4,1.6,0.32,21.8,20.3,3.1231,1.25,2,16.54,0,53,0
76,1,0,2,0,1,0,0.6426,6.5,20,8,1.2308,0.64,23.3,10.3,1.5846,0.32,30.9,19.6,3.0154,1.25,2,16.54,0,53,0
77,1,0,3,0,0,1,0.2982,6,19,8,1.3333,5.55,22.2,10.3,1.7167,2.77,15.4,20,3.3333,0.75,1,19.91,0,42,0
78,1,0,3,0,0,1,0.2982,5.5,18,9,1.6364,5.5,21.1,11.4,2.0727,2.75,27.5,21.5,3.9091,1.25,0.5,21.01,0,29,0
79,1,0,3,0,0,1,0.2982,2.2,6,7,3.1818,2.07,8,9.2,4.1818,1.04,9.6,13.8,6.2727,0.75,0.5,35.06,0,44,0
80,1,0,2,0,1,0,0.6426,1.4,3,4,2.8571,0.14,4.9,5.9,4.2143,0.07,1.4,14.5,10.3571,0.75,1,16.25,0,60,0
81,1,0,2,0,1,0,0.6426,3.7,7,4,1.0811,0.36,9.2,5.6,1.5135,0.18,10.4,16.9,4.5676,0.5,1,16.25,0,60,0
82,1,0,1,1,0,0,1.8362,3.8,8,4,1.0526,0.37,10.4,6.3,1.6579,0.18,10.5,16.9,4.4474,0.5,1,16.25,0,60,0
83,1,0,3,0,0,1,0.2982,2.6,9,7,2.6923,0.47,11.4,9.2,3.5385,0.23,7,16.9,6.5,0.75,0.3,41.86,0,22,0
84,1,0,2,0,1,0,0.6426,22.6,41,3,0.1327,2.21,46,4.9,0.2168,1.1,40,51.3,2.2699,3.1,1,9.83,0,29,0
85,1,0,3,0,0,1,0.2982,18,33,6,0.3333,1.76,40.8,8,0.4444,0.88,43.2,34.2,1.9,1.75,0.5,25.04,1,33,0
86,1,0,2,0,1,0,0.6426,4.2,13,6,1.4286,5.41,16.5,8,1.9048,2.7,18.9,27.6,6.5714,0.75,1,44.42,1,40,0
87,1,0,2,0,1,0,0.6426,4.3,13,6,1.3953,5.42,16.5,8,1.8605,2.71,18.9,30.4,7.0698,0.75,1,44.42,1,40,0
88,1,0,3,0,0,1,0.2982,4.9,15,6,1.2245,0.6,17.9,8.1,1.6531,0.3,11.2,28.8,5.8776,0.75,0.5,17.46,1,38,0
89,1,0,3,0,0,1,0.2982,1,4,8,8,0.77,5.9,10.3,10.3,0.39,5,12.7,12.7,0.5,1,35.6,0,38,0
90,1,0,3,0,0,1,0.2982,1,4,8,8,0.77,6.3,10.4,10.4,0.39,4.5,15.2,15.2,0.5,1,35.6,0,38,0
91,1,0,3,0,0,1,0.2982,10.4,25,5,0.4808,1.09,28.7,7,0.6731,0.55,41.1,17.8,1.7115,0.75,1,75.67,0,42,0
92,1,0,3,0,0,1,0.2982,14.1,35,5,0.3546,1.45,38.8,7.3,0.5177,0.73,41.5,17.4,1.234,0.75,1,75.67,0,42,0
93,1,0,3,0,0,1,0.2982,6.5,13,9,1.3846,5.6,16.5,11.6,1.7846,2.8,11.7,28.7,4.4154,0.75,0.5,19.09,0,32,1
94,1,0,3,0,0,1,0.2982,6.9,18,9,1.3043,5.64,21.1,11.4,1.6522,2.82,12.2,28.1,4.0725,0.75,0.5,19.09,0,32,1
95,1,0,2,0,1,0,0.6426,1.2,3,5,4.1667,0.12,4.9,7,5.8333,0.06,5.6,14.1,11.75,0.5,1,15.95,0,45,0
96,1,0,3,0,0,1,0.2982,1.2,3,5,4.1667,0.19,4.4,6.8,5.6667,0.1,8.2,21,17.5,0.5,1,15.95,0,45,0
97,1,0,1,1,0,0,1.8362,18.2,36,3,0.1648,1.78,39.8,5.2,0.2857,0.89,38.8,61.3,3.3681,3,1,19.91,0,66,0
98,1,0,1,1,0,0,1.8362,13,33,3,0.2308,1.27,37.4,4.9,0.3769,0.64,60.6,37.6,2.8923,1.25,1,19.91,0,66,0
99,1,0,1,1,0,0,1.8362,18.2,36,3,0.1648,1.78,39.8,5.2,0.2857,0.89,64.6,41.5,2.2802,2.25,1,19.91,0,66,0
100,1,0,1,1,0,0,1.8362,13.3,38,3,0.2256,1.3,41.9,5.2,0.391,0.65,42.8,45.9,3.4511,3.5,1,15.39,0,38,0
101,1,0,3,0,0,1,0.2982,6.4,20,8,1.25,3.56,23.3,10.3,1.6094,1.79,15.2,16.6,2.5938,2.1,0.5,32.1,0,44,0
102,1,0,3,0,0,1,0.2982,5.4,18,9,1.6667,4.21,20.9,11.5,2.1296,2.11,19.5,30.7,5.6852,1.25,0.5,32.1,1,43,0
103,1,0,3,0,0,1,0.2982,2.1,6,5,2.381,0.43,8.1,7,3.3333,0.21,5.9,7.7,3.6667,0.5,0.5,10.81,0,31,0
104,1,0,3,0,0,1,0.2982,6.6,21,7,1.0606,3.88,24.4,9.2,1.3939,1.95,8.1,24.2,3.6667,2.15,1,21.57,0,31,0
105,1,0,3,0,0,1,0.2982,6.3,19,6,0.9524,3.55,23.8,8,1.2698,1.78,19.4,27,4.2857,0.75,2,20.73,1,41,0
106,1,0,3,0,0,1,0.2982,3.4,9,6,1.7647,0.86,11.6,8,2.3529,0.44,8.5,18.3,5.3824,0.75,0.5,44.83,1,64,1
107,1,0,3,0,0,1,0.2982,3.5,9,6,1.7143,0.87,11.6,8,2.2857,0.44,8.4,18.3,5.2286,0.75,0.5,44.83,1,64,1
108,1,0,1,1,0,0,1.8362,2.1,7,4,1.9048,0.21,9.2,5.9,2.8095,0.1,1.6,19.3,9.1905,0.75,0.5,44.83,0,60,1
109,1,0,1,1,0,0,1.8362,2.1,7,4,1.9048,0.21,9.4,6.3,3,0.1,1.6,20.3,9.6667,0.75,0.5,44.83,0,60,1
110,1,0,3,0,0,1,0.2982,3.4,14,6,1.7647,3.26,16.7,8.4,2.4706,1.64,8.5,21,6.1765,0.75,0.5,44.83,1,27,1
111,1,0,3,0,0,1,0.2982,3.3,12,6,1.8182,3.25,14.6,8.1,2.4545,1.63,8.4,23.6,7.1515,0.75,0.5,44.83,1,27,1
112,1,0,3,0,0,1,0.2982,4.7,11,5,1.0638,0.47,14.1,6.8,1.4468,0.24,16.5,30.3,6.4468,1.25,0.5,29.69,1,44,0
113,1,0,3,0,0,1,0.2982,5.4,12,5,0.9259,0.54,14.6,7.3,1.3519,0.28,23.3,24.2,4.4815,1.25,0.5,29.69,1,44,0
114,1,0,3,0,0,1,0.2982,6.9,15,6,0.8696,1.21,17.9,8.1,1.1739,0.61,15.8,6.8,0.9855,1,1,25.83,0,24,0
115,1,0,3,0,0,1,0.2982,6.9,15,6,0.8696,1.21,17.9,8.1,1.1739,0.61,15.8,9.3,1.3478,1.25,1,25.83,0,23,0
116,1,0,2,0,1,0,0.6426,5,13,4,0.8,0.49,15.7,5.9,1.18,0.24,22,21.1,4.22,0.5,1,9.53,0,44,0
117,1,0,1,1,0,0,1.8362,9.4,21,7,0.7447,1.45,24.4,9.2,0.9787,0.73,36.2,35.7,3.7979,1.25,1,24.12,0,44,0
118,1,0,1,1,0,0,1.8362,9.7,21,7,0.7216,1.48,26.2,9.2,0.9485,0.74,40.7,28.5,2.9381,1.25,1,24.12,0,44,0
119,1,0,3,0,0,1,0.2982,2.7,8,5,1.8519,0.43,10.3,7,2.5926,0.22,8.4,14.6,5.4074,0.75,0.5,36.78,1,30,0
120,1,0,3,0,0,1,0.2982,7.3,25,7,0.9589,5.68,28.3,9.4,1.2877,2.84,25.9,19,2.6027,1.25,2,19.99,0,33,0
121,1,0,3,0,0,1,0.2982,7.6,24,7,0.9211,5.7,27.6,9.2,1.2105,2.85,24.1,19.7,2.5921,1.25,2,19.99,0,33,0
122,1,0,1,1,0,0,1.8362,14.4,28,5,0.3472,2.41,32,7,0.4861,1.2,49.1,30.4,2.1111,1.25,1,35.06,1,31,0
123,1,0,1,1,0,0,1.8362,3.3,13,7,2.1212,1.32,15.7,9.4,2.8485,0.66,18.4,19.8,6,0.5,1,35.06,1,31,0
124,1,0,3,0,0,1,0.2982,3,11,7,2.3333,2.14,13.6,9.4,3.1333,1.07,15.3,22.1,7.3667,0.75,1,75.67,0,23,0
125,1,0,3,0,0,1,0.2982,3.2,10,7,2.1875,2.16,12.5,9.2,2.875,1.08,15.3,18.1,5.6563,0.75,1,75.67,0,23,0
126,1,0,3,0,0,1,0.2982,3,10,8,2.6667,2.14,12.5,10.3,3.4333,1.07,15.5,14.7,4.9,0.75,1,59.6,0,33,0
127,1,0,3,0,0,1,0.2982,5.5,16,9,1.6364,4.22,19,11.4,2.0727,2.11,12.4,19.5,3.5455,2.3,1,32.1,0,52,0
128,1,0,3,0,0,1,0.2982,5.6,15,6,1.0714,3.48,17.9,8.1,1.4464,1.75,19.7,14.5,2.5893,1.25,1,29.56,0,35,0
129,1,0,3,0,0,1,0.2982,4.8,17,8,1.6667,4.15,20,10.3,2.1458,2.07,16.2,23.1,4.8125,1.25,1.5,10.92,0,47,0
130,1,0,3,0,0,1,0.2982,4.8,18,8,1.6667,4.15,20.9,10.4,2.1667,2.07,16.2,25.3,5.2708,1.25,1.5,10.92,0,47,0
131,1,0,3,0,0,1,0.2982,2.4,8,6,2.5,2.09,10.4,8.4,3.5,1.05,6.3,19.4,8.0833,0,0.5,16.39,0,39,1
132,1,0,2,0,1,0,0.6426,10.9,30,4,0.367,1.07,33.5,6.3,0.578,0.54,37.6,50.4,4.6239,0.9,2.5,14.18,0,43,1
133,1,0,3,0,0,1,0.2982,4.3,17,6,1.3953,0.59,19.9,8.4,1.9535,0.3,37,18.5,4.3023,1.25,1,25.58,1,33,0
134,1,0,3,0,0,1,0.2982,3.8,14,6,1.5789,0.54,16.8,8.1,2.1316,0.27,38,17.5,4.6053,1.25,1,25.58,1,33,0
135,1,0,2,0,1,0,0.6426,1.9,6,7,3.6842,0.19,8.1,9.2,4.8421,0.1,5,21.8,11.4737,0.5,1,29.48,0,63,0
136,1,0,1,1,0,0,1.8362,1.9,6,7,3.6842,0.19,8,9.2,4.8421,0.1,5,21.8,11.4737,0.5,1,29.48,0,63,0
137,1,0,1,1,0,0,1.8362,3.2,9,5,1.5625,0.31,11.4,7,2.1875,0.15,10.3,14.2,4.4375,0.5,1,9.83,1,42,1
138,1,0,1,1,0,0,1.8362,6.7,22,7,1.0448,7.54,25.5,9.2,1.3731,3.77,22.2,16.4,2.4478,1.4,1,4.06,1,72,1
139,1,0,3,0,0,1,0.2982,5,15,7,1.4,4.17,17.8,9.4,1.88,2.08,20,19.8,3.96,1.5,1,9.7,1,19,0
140,1,0,3,0,0,1,0.2982,5.1,11,7,1.3725,4.18,14.1,9.2,1.8039,2.09,14.6,18,3.5294,1.5,1,9.7,1,19,0
141,1,0,2,0,1,0,0.6426,1.7,5,5,2.9412,0.17,7,7,4.1176,0.09,3.9,12.8,7.5294,0.5,0.5,17.32,0,29,0
142,1,0,1,1,0,0,1.8362,6.9,17,7,1.0145,0.68,21.4,9.2,1.3333,0.34,21.4,30,4.3478,1.25,2,32.1,1,47,0
143,1,0,3,0,0,1,0.2982,3.9,15,7,1.7949,3.31,17.8,9.4,2.4103,1.66,6.9,20.4,5.2308,0.75,0.5,46.78,0,35,0
144,1,0,3,0,0,1,0.2982,4.9,14,7,1.4286,3.41,16.8,9.2,1.8776,1.71,7.2,24.2,4.9388,0.75,0.5,46.78,0,35,0
145,1,0,1,1,0,0,1.8362,4.4,13,5,1.1364,0.43,15.7,7.3,1.6591,0.21,28,28.3,6.4318,1,1,32.1,1,36,0
146,1,0,3,0,0,1,0.2982,3.3,11,9,2.7273,4,13.5,11.4,3.4545,2,6,16.5,5,0.75,0.5,29.69,0,35,1
147,1,0,3,0,0,1,0.2982,4.1,15,8,1.9512,5.36,17.8,10.4,2.5366,2.68,6.9,19.2,4.6829,0.75,0.5,29.69,1,36,1
148,1,0,3,0,0,1,0.2982,3.1,11,8,2.5806,1.05,13.6,10.4,3.3548,0.53,19.4,15.9,5.129,0.75,2,28.54,0,30,0
149,1,0,3,0,0,1,0.2982,3,10,8,2.6667,1.04,12.5,10.3,3.4333,0.52,19.4,13.8,4.6,0.75,2,28.54,0,30,0
150,1,0,1,1,0,0,1.8362,3.8,9,5,1.3158,0.37,11.4,7,1.8421,0.18,16,30.5,8.0263,1,1,24.05,1,58,0
151,1,0,1,1,0,0,1.8362,9.4,19,3,0.3191,0.92,23.8,4.4,0.4681,0.46,65,48.4,5.1489,4.75,1,2.8,0,25,0
152,1,0,1,1,0,0,1.8362,10.8,2.2,4,0.3704,1.06,3.4,5.6,0.5185,0.53,45.7,39,3.6111,2.75,1,2.8,0,40,0
153,1,0,3,0,0,1,0.2982,25.4,36,5,0.1969,3.02,44.4,6.8,0.2677,1.52,43,17.6,0.6929,3.3,2,1.88,0,55,0
154,1,0,3,0,0,1,0.2982,24.2,48,7,0.2893,3.12,52.4,9.4,0.3884,1.57,45.3,22.8,0.9421,3.25,0.5,19.93,1,28,0
155,1,0,3,0,0,1,0.2982,24.6,45,7,0.2846,3.16,50.4,9.2,0.374,1.59,38.3,20.2,0.8211,3.25,0.5,19.93,1,28,0
156,1,0,2,0,1,0,0.6426,20.5,29,6,0.2927,4.51,35.9,8,0.3902,2.25,22.7,25,1.2195,3.45,1.3,1.98,1,49,1
157,1,0,1,1,0,0,1.8362,19.6,42,6,0.3061,4.42,46.1,8.4,0.4286,2.21,23.2,26.5,1.352,3.65,1.3,1.98,1,49,1
158,1,0,2,0,1,0,0.6426,8.3,13,3,0.3614,0.81,16.5,4.4,0.5301,0.41,28.5,33.5,4.0361,1,1,5.25,0,70,0
159,1,0,2,0,1,0,0.6426,7.8,13,3,0.3846,0.76,16.5,4.4,0.5641,0.38,23.8,32.7,4.1923,1,1,5.25,0,70,0
160,1,0,1,1,0,0,1.8362,2,4,2,1,0.2,5.6,3.1,1.55,0.1,18,53.5,26.75,0.75,1,2.98,1,32,0
161,1,0,1,1,0,0,1.8362,9.6,16,2,0.2083,0.94,20.2,3.1,0.3229,0.47,69,43.2,4.5,5.15,1,3.77,1,43,0
162,1,0,1,1,0,0,1.8362,28.1,51,4,0.1423,2.75,55.6,6.3,0.2242,1.38,70.8,57.1,2.032,4.25,2,1.32,1,36,0
163,1,0,1,1,0,0,1.8362,5,50,3,0.6,0.49,61.4,4.4,0.88,0.24,85,50.7,10.14,6.25,3,2.18,0,40,0
164,1,0,1,1,0,0,1.8362,2.9,7,2,0.6897,0.28,9.2,3.8,1.3103,0.14,7,23,7.931,1.1,2,2.7,1,55,0
165,1,0,2,0,1,0,0.6426,12.6,27,6,0.4762,1.23,30.4,8.4,0.6667,0.61,29.3,23.9,1.8968,2.65,1,23.71,1,37,0
166,1,0,1,1,0,0,1.8362,4.1,11,5,1.2195,0.4,13.6,7.3,1.7805,0.2,16.7,24.2,5.9024,0.5,1,23.71,0,32,0
167,1,0,1,1,0,0,1.8362,4.1,10,5,1.2195,0.4,12.5,7,1.7073,0.2,12,24.2,5.9024,0.5,1,23.71,0,32,0
168,1,0,1,1,0,0,1.8362,2.1,5,3,1.4286,0.21,7,4.9,2.3333,0.1,1.9,19.5,9.2857,0.5,1,9.02,0,47,0
169,1,0,2,0,1,0,0.6426,12.8,20,5,0.3906,1.25,25,6.8,0.5313,0.62,25.5,39.2,3.0625,1.25,0.7,2.7,0,47,0
170,1,0,3,0,0,1,0.2982,11,22,9,0.8182,4.76,25.5,11.4,1.0364,2.38,18.9,15.9,1.4455,1.65,1,9.75,0,58,0
171,1,0,3,0,0,1,0.2982,9.1,17,9,0.989,4.57,21.4,11.6,1.2747,2.29,18.4,20.9,2.2967,1.9,1,9.75,0,58,0
