PersonID,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR,VEHWRK,POPDENS,MALE,AGE,HIGHINC
858,1,0,1,1,0,0,1.8362,18.7,35,4,0.2139,1.83,39.5,5.9,0.3155,0.92,65.5,45.4,2.4278,4.55,1,3.86,1,40,0
859,1,0,2,0,1,0,0.6426,15.2,28,3,0.1974,1.49,32,4.9,0.3224,0.74,39,57.5,3.7829,2.5,1,1.93,0,37,0
860,1,0,2,0,1,0,0.6426,15.2,28,3,0.1974,1.49,32,4.9,0.3224,0.74,39,57.5,3.7829,2.5,1,1.93,1,38,0
861,1,0,2,0,1,0,0.6426,32.3,35,6,0.1858,3.17,43.2,8,0.2477,1.06,62.9,36.2,1.1207,4.25,2,1.12,1,21,0
862,1,0,1,1,0,0,1.8362,12.1,21,3,0.2479,1.19,24.4,4.9,0.405,0.59,31.1,41.9,3.4628,2,1,8.4,0,32,0
863,1,0,1,1,0,0,1.8362,12.2,20,3,0.2459,1.2,23,5.2,0.4262,0.6,31.6,48.2,3.9508,2,1,8.4,0,32,0
864,1,0,1,1,0,0,1.8362,22.1,46,7,0.3167,2.17,50.3,9.4,0.4253,1.08,44.8,32.4,1.4661,4.25,2,0.39,1,52,0
865,1,0,2,0,1,0,0.6426,3.3,8,4,1.2121,0.32,10.4,5.6,1.697,0.16,43.8,44,13.3333,1,1,8.9,1,34,0
866,1,0,1,1,0,0,1.8362,4.9,12,5,1.0204,0.48,14.6,7,1.4286,0.24,33.9,41.4,8.449,1.25,1,2.08,0,40,0
867,1,0,1,1,0,0,1.8362,3.3,8,5,1.5152,0.32,10.4,7.3,2.2121,0.16,25.5,27.1,8.2121,1,1,7.64,0,43,0
868,1,0,2,0,1,0,0.6426,14.7,37,6,0.4082,1.44,40.9,8.4,0.5714,0.72,54.3,32,2.1769,3,1,2.08,0,45,0
869,1,0,1,1,0,0,1.8362,15.8,36,4,0.2532,1.55,39.8,6.3,0.3987,0.78,68.8,57.6,3.6456,4.5,1,2.08,0,45,0
870,1,0,1,1,0,0,1.8362,16,33,4,0.25,1.57,37.4,5.9,0.3688,0.79,71.1,63.1,3.9438,2.5,1,2.08,0,45,0
871,1,0,2,0,1,0,0.6426,22.2,31,3,0.1351,2.18,34.6,5.2,0.2342,1.09,39,40.8,1.8378,3.3,1.5,1.02,0,32,0
872,1,0,2,0,1,0,0.6426,19.8,29,4,0.202,1.94,32.5,6.3,0.3182,0.97,45.9,43.5,2.197,4.2,1.5,1.02,0,33,0
873,1,0,1,1,0,0,1.8362,17.8,34,4,0.2247,1.74,37.7,6.3,0.3539,0.87,57,34,1.9101,2.3,1,1.5,0,52,0
874,1,0,2,0,1,0,0.6426,3.7,7,4,1.0811,0.36,9.2,5.6,1.5135,0.18,11,23.7,6.4054,1.25,0.5,2.8,1,42,0
875,1,0,1,1,0,0,1.8362,1.6,4,4,2.5,0.16,5.9,5.9,3.6875,0.08,3.1,22.6,14.125,0.5,0.3,3.1,1,60,0
876,1,0,1,1,0,0,1.8362,1.6,4,4,2.5,0.16,5.6,5.6,3.5,0.08,3.1,22.6,14.125,0.5,0.3,3.1,1,60,0
877,1,0,1,1,0,0,1.8362,1.6,4,4,2.5,0.16,6.3,6.3,3.9375,0.08,3.1,22.6,14.125,0.5,0.3,3.1,1,60,0
878,1,0,2,0,1,0,0.6426,1.4,3,3,2.1429,0.14,4.9,4.9,3.5,0.07,5.3,28.6,20.4286,0.5,0.5,1.86,1,44,0
879,1,0,2,0,1,0,0.6426,1.4,4,3,2.1429,0.14,6.3,5.2,3.7143,0.07,1.9,22.3,15.9286,0.5,0.5,1.86,1,44,0
880,1,0,1,1,0,0,1.8362,8.2,13,2,0.2439,0.8,16.5,3.1,0.378,0.4,48,76.7,9.3537,2.5,0.5,1.86,0,42,0
881,1,0,3,0,0,1,0.2982,25.4,48,5,0.1969,2.71,52.4,7.3,0.2874,1.36,55.1,32,1.2598,3.65,1,0.5,0,39,1
882,1,0,3,0,0,1,0.2982,25,45,5,0.2,2.67,50.4,7,0.28,1.34,41,31.7,1.268,3.65,1,0.5,0,39,1
883,1,0,1,1,0,0,1.8362,17.9,46,4,0.2235,1.75,51.5,5.9,0.3296,0.88,76.2,44.9,2.5084,2.25,1,2.08,1,45,1
884,1,0,1,1,0,0,1.8362,3.7,7,3,0.8108,0.36,9.2,4.9,1.3243,0.18,10,22.2,6,0.9,1,1.08,1,49,0
885,1,0,1,1,0,0,1.8362,23.5,34,2,0.0851,2.3,42,3.1,0.1319,1.15,84,49.5,2.1064,10.05,1,1.08,1,49,0
886,1,0,1,1,0,0,1.8362,8.2,16,3,0.3659,3.8,19,4.9,0.5976,1.9,18.5,27,3.2927,1.55,1,1.08,0,24,0
887,1,0,3,0,0,1,0.2982,19.2,36,5,0.2604,2.1,40.6,7,0.3646,1.05,38.4,34.2,1.7813,2.5,1,1.87,0,35,0
888,1,0,1,1,0,0,1.8362,10.9,19,4,0.367,1.07,22.2,5.9,0.5413,0.54,59.2,46.2,4.2385,4,2,3.1,0,59,0
889,1,0,3,0,0,1,0.2982,19.1,28,6,0.3141,4.8,34.7,8,0.4188,2.41,52.8,26.4,1.3822,2,1,1.01,1,67,1
890,1,0,3,0,0,1,0.2982,19.4,44,6,0.3093,4.83,48.2,8.4,0.433,2.42,38.9,26.7,1.3763,1.25,1,1.01,1,67,1
891,1,0,2,0,1,0,0.6426,38.4,51,2,0.0521,3.76,62.7,3.1,0.0807,1.88,91,40.9,1.0651,6.95,0.3,0.5,1,24,0
892,1,0,1,1,0,0,1.8362,23.8,37,3,0.1261,2.33,45.7,4.4,0.1849,1.17,60.5,42.1,1.7689,3.7,1,3.02,0,30,0
893,1,0,1,1,0,0,1.8362,19.2,32,5,0.2604,1.88,36.3,7,0.3646,0.94,41.5,69.5,3.6198,3,1,3.02,1,32,0
894,1,0,1,1,0,0,1.8362,25,37,4,0.16,2.45,41.7,5.9,0.236,1.23,73.6,50.2,2.008,4,1,6.29,0,28,0
895,1,0,1,1,0,0,1.8362,6.6,15,2,0.303,0.65,17.8,4.2,0.6364,0.33,10,101.5,15.3788,1.95,0.5,1.22,1,42,0
896,1,0,1,1,0,0,1.8362,2.8,7,6,2.1429,0.27,9.2,8,2.8571,0.14,10,27.5,9.8214,1.5,1.5,5.45,0,69,0
897,1,0,1,1,0,0,1.8362,2.7,7,6,2.2222,0.26,9.2,8,2.963,0.13,10,27.5,10.1852,1.5,1.5,5.45,0,69,0
898,1,0,1,1,0,0,1.8362,22.1,32,6,0.2715,2.17,39.6,8,0.362,1.08,53.9,37.2,1.6833,1.75,1,1.53,1,47,0
899,1,0,3,0,0,1,0.2982,17.2,28,7,0.407,6.65,34.7,9.2,0.5349,3.32,33,41.3,2.4012,3.45,1,3.75,0,34,0
900,1,0,1,1,0,0,1.8362,14.1,19,2,0.1418,1.38,23.8,3.1,0.2199,0.69,45,44.7,3.1702,4.25,2,3.1,1,31,0
901,1,0,3,0,0,1,0.2982,19.4,45,5,0.2577,4.04,50.4,7,0.3608,2.02,32.8,23.9,1.232,3.35,0.7,0.59,0,46,0
902,1,0,3,0,0,1,0.2982,15.7,31,6,0.3822,1.61,35.2,8.1,0.5159,0.81,35.2,29.6,1.8854,2.6,0.7,0.59,1,47,0
903,1,0,3,0,0,1,0.2982,16.3,33,6,0.3681,1.67,36.7,8.4,0.5153,0.84,35.2,29.1,1.7853,3.6,0.7,0.59,1,47,0
904,1,0,3,0,0,1,0.2982,19.5,39,5,0.2564,4.05,48.1,6.8,0.3487,2.02,28.8,24,1.2308,3.45,0.7,0.59,1,21,0
905,1,0,3,0,0,1,0.2982,19.9,47,5,0.2513,4.09,51.4,7.3,0.3668,2.04,34.8,24.7,1.2412,3.35,0.7,0.59,1,21,0
906,1,0,2,0,1,0,0.6426,1.5,4,3,2,0.15,5.9,4.9,3.2667,0.07,14.6,24.8,16.5333,0.75,1.5,2.8,0,40,0
907,1,0,1,1,0,0,1.8362,9.8,14,3,0.3061,0.96,17.7,4.4,0.449,0.48,15,23.7,2.4184,2.6,1,3.1,0,39,0
908,1,0,1,1,0,0,1.8362,1.5,4,4,2.6667,0.15,6.3,6.3,4.2,0.07,9.3,27.4,18.2667,0.6,1.5,21.79,1,25,0
909,1,0,1,1,0,0,1.8362,1.5,4,4,2.6667,0.15,5.6,5.6,3.7333,0.07,9.3,32.4,21.6,0.6,1.5,21.79,1,25,0
910,1,0,2,0,1,0,0.6426,19.6,30,6,0.3061,1.92,37.2,8,0.4082,0.96,78.7,45,2.2959,2.4,1.5,5.27,0,50,1
911,1,0,2,0,1,0,0.6426,14.3,34,6,0.4196,1.4,38.5,8.1,0.5664,0.7,62.7,26.4,1.8462,1.5,1.5,5.27,0,50,1
912,1,0,2,0,1,0,0.6426,19.6,30,6,0.3061,1.92,37.2,8,0.4082,0.96,78.1,48.1,2.4541,2.4,1.5,5.27,1,65,1
913,1,0,2,0,1,0,0.6426,14.3,34,6,0.4196,1.4,38.5,8.1,0.5664,0.7,62.7,26.4,1.8462,1.5,1.5,5.27,1,65,1
914,1,0,2,0,1,0,0.6426,19.7,33,3,0.1523,1.93,37.4,4.9,0.2487,0.96,16.9,49,2.4873,2.85,2,2.18,1,36,0
915,1,0,2,0,1,0,0.6426,11.1,21,4,0.3604,1.09,26.2,5.6,0.5045,0.55,64.2,51,4.5946,4.75,1,2.53,1,46,0
916,1,0,1,1,0,0,1.8362,4.2,9,2,0.4762,0.41,11.5,4.2,1,0.2,4.4,38.8,9.2381,1,1,2.53,1,46,0
917,1,0,1,1,0,0,1.8362,4.5,11,4,0.8889,0.44,13.5,5.9,1.3111,0.22,24.4,35.6,7.9111,0.6,1.3,5.1,0,44,0
918,1,0,1,1,0,0,1.8362,4.2,12,4,0.9524,0.41,14.6,6.3,1.5,0.21,24.5,35.6,8.4762,0.6,1.3,5.1,0,44,0
919,1,0,1,1,0,0,1.8362,8.8,17,4,0.4545,0.86,20,5.9,0.6705,0.43,31,33.8,3.8409,1,1,3.81,0,54,1
920,1,0,1,1,0,0,1.8362,2.3,5,3,1.3043,0.23,6.8,4.4,1.913,0.12,49.3,61.5,26.7391,2.75,1,3.81,1,21,1
921,1,0,1,1,0,0,1.8362,2.2,5,3,1.3636,0.22,6.8,4.4,2,0.11,48.6,73.2,33.2727,3,1,3.81,1,21,1
922,1,0,1,1,0,0,1.8362,2.3,5,3,1.3043,0.23,7,4.9,2.1304,0.12,35.7,61.8,26.8696,2.75,1,3.81,1,21,1
923,1,0,1,1,0,0,1.8362,29.2,52,4,0.137,2.86,58,5.9,0.2021,1.43,69.8,66.3,2.2705,4.75,2,1.86,1,60,0
924,1,0,1,1,0,0,1.8362,22,33,2,0.0909,2.16,37.4,3.8,0.1727,1.08,100.3,54.7,2.4864,5,1,2.98,1,41,0
925,1,0,3,0,0,1,0.2982,14.8,37,7,0.473,3.59,41.7,9.2,0.6216,1.8,30,22.3,1.5068,2.95,2,6.29,1,51,0
926,1,0,3,0,0,1,0.2982,15.7,40,7,0.4459,3.68,44,9.4,0.5987,1.84,36.6,24.8,1.5796,3.7,2,6.29,1,51,0
927,1,0,1,1,0,0,1.8362,28.8,39,4,0.1389,2.82,48.1,5.6,0.1944,1.41,77.1,90.7,3.1493,3.15,1.5,5.1,1,49,0
928,1,0,1,1,0,0,1.8362,10.6,17,4,0.3774,1.04,21.4,5.6,0.5283,0.52,64.5,34.2,3.2264,3.85,2,2.84,1,32,0
929,1,0,1,1,0,0,1.8362,7,14,3,0.4286,0.69,16.8,4.9,0.7,0.34,7,36.7,5.2429,2.4,2,2.08,0,56,1
930,1,0,1,1,0,0,1.8362,17.2,28,3,0.1744,1.69,32,4.9,0.2849,0.84,73,68.1,3.9593,5.25,1,2.08,1,40,0
931,1,0,1,1,0,0,1.8362,5.5,13,3,0.5455,0.54,15.7,4.9,0.8909,0.27,50.2,42.4,7.7091,2.75,0.7,2.8,1,44,0
932,1,0,1,1,0,0,1.8362,10.3,16,2,0.1942,1.01,19,3.8,0.3689,0.51,4,44.2,4.2913,3.35,1,2.85,0,42,0
933,1,0,1,1,0,0,1.8362,11.2,17,2,0.1786,1.1,21.4,3.1,0.2768,0.55,7,44.2,3.9464,3.45,1,2.85,0,42,0
934,1,0,2,0,1,0,0.6426,1.3,3,4,3.0769,0.13,5.2,6.3,4.8462,0.07,6.1,30.1,23.1538,0.5,1,10.01,0,35,1
935,1,0,2,0,1,0,0.6426,3.2,10,4,1.25,0.31,12.5,5.9,1.8438,0.15,26,44.6,13.9375,1.75,1.5,7.23,0,36,1
936,1,0,1,1,0,0,1.8362,15.2,43,6,0.3947,1.49,47.2,8.4,0.5526,0.74,41.8,30.6,2.0132,1.5,0.8,2.08,1,45,0
937,1,0,1,1,0,0,1.8362,20.5,33,7,0.3415,2.01,36.7,9.4,0.4585,1,43,28.1,1.3707,3.3,1,3.2,1,35,1
938,1,0,1,1,0,0,1.8362,16.7,33,8,0.479,7.64,37.4,10.3,0.6168,3.82,33,44.1,2.6407,3.55,1.3,4.43,1,49,1
939,1,0,1,1,0,0,1.8362,17.8,40,8,0.4494,7.74,44,10.4,0.5843,3.87,35.1,51.5,2.8933,4.3,1.3,4.43,1,49,1
940,1,0,3,0,0,1,0.2982,15.6,42,5,0.3205,4.76,46.1,7.3,0.4679,2.38,30.3,29.2,1.8718,3.25,1.3,5.39,0,26,1
941,1,0,1,1,0,0,1.8362,6.5,13,3,0.4615,0.64,16.5,4.4,0.6769,0.32,22.1,44.1,6.7846,1.25,1.3,5.39,1,56,1
942,1,0,2,0,1,0,0.6426,18.6,37,7,0.3763,1.82,41.7,9.2,0.4946,0.91,26.2,22.1,1.1882,3.05,1,0.83,1,45,0
943,1,0,3,0,0,1,0.2982,19.2,46,6,0.3125,3.73,51.5,8.1,0.4219,1.87,67.2,22.7,1.1823,2,2,5.09,1,49,0
944,1,0,3,0,0,1,0.2982,19.7,48,6,0.3046,3.78,52.4,8.4,0.4264,1.89,76.2,20.7,1.0508,2,2,5.09,1,49,0
945,1,0,2,0,1,0,0.6426,13.5,28,7,0.5185,7.57,34.7,9.2,0.6815,3.78,27.2,23.2,1.7185,2.25,2,7.16,0,39,0
946,1,0,1,1,0,0,1.8362,2.6,6,2,0.7692,0.25,8.1,3.8,1.4615,0.12,19,40.8,15.6923,3.55,0.8,1.93,0,50,0
947,1,0,1,1,0,0,1.8362,9.6,15,2,0.2083,0.94,18.9,3.1,0.3229,0.47,39.1,67,6.9792,3.5,1,0.55,1,48,0
948,1,0,2,0,1,0,0.6426,20.2,43,4,0.198,1.98,47.2,6.3,0.3119,0.99,70.1,40.7,2.0149,1.75,1,4.22,1,64,0
949,1,0,2,0,1,0,0.6426,20,31,4,0.2,1.96,38.4,5.6,0.28,0.98,55.6,46.7,2.335,1.75,1,4.22,1,64,0
950,1,0,3,0,0,1,0.2982,24.3,36,6,0.2469,7.34,44.4,8,0.3292,3.67,41.6,28.4,1.1687,3.69,1,1.54,0,36,0
951,1,0,1,1,0,0,1.8362,15.2,36,6,0.3947,4.49,40.6,8.1,0.5329,2.24,56.1,21.8,1.4342,1.9,1.3,5.09,0,25,1
952,1,0,2,0,1,0,0.6426,41.2,55,3,0.0728,4.04,61.2,4.9,0.1189,1.35,66.6,67,1.6262,5.9,0.5,1.47,0,68,0
953,1,0,2,0,1,0,0.6426,35.4,49,3,0.0847,3.47,60.2,4.4,0.1243,1.74,85.5,66.4,1.8757,4.3,0.5,1.47,0,68,0
954,1,0,3,0,0,1,0.2982,23.3,45,5,0.2146,2.35,55.4,6.8,0.2918,1.18,51.8,42.3,1.8155,3,0.5,8.24,1,46,0
955,1,0,1,1,0,0,1.8362,4.8,12,3,0.625,0.47,14.6,4.9,1.0208,0.23,5.6,25.7,5.3542,0.9,2,2.8,0,64,0
956,1,0,3,0,0,1,0.2982,15.8,39,7,0.443,2.3,43.9,9.2,0.5823,1.16,35,19.2,1.2152,2.7,1,8.22,1,29,0
957,1,0,1,1,0,0,1.8362,5,10,3,0.6,0.49,12.5,4.9,0.98,0.24,12,18.8,3.76,2.1,1,0.51,0,57,0
958,1,0,1,1,0,0,1.8362,17.3,33,2,0.1156,1.7,40.8,3.1,0.1792,0.85,98,44.6,2.578,6.5,1,4.3,0,52,1
959,1,0,2,0,1,0,0.6426,18.7,32,5,0.2674,1.83,36.3,7,0.3743,0.92,36,39.2,2.0963,1.8,1,19.93,1,44,1
960,1,0,2,0,1,0,0.6426,18.2,31,4,0.2198,1.78,35.2,5.9,0.3242,0.89,39.7,33.7,1.8516,3.85,1,19.93,0,30,1
961,1,0,2,0,1,0,0.6426,19.6,40,4,0.2041,1.92,49.3,5.6,0.2857,0.96,56.5,38.3,1.9541,3.9,0.5,8.01,1,27,1
962,1,0,3,0,0,1,0.2982,20.8,31,7,0.3365,7,35.2,9.2,0.4423,3.5,41,22.2,1.0673,2.5,1,3.2,0,32,0
963,1,0,1,1,0,0,1.8362,5.1,10,4,0.7843,0.5,12.5,6.3,1.2353,0.25,14.5,31.6,6.1961,1.75,1,19.93,0,28,0
964,1,0,2,0,1,0,0.6426,2.4,6,3,1.25,0.24,8,4.4,1.8333,0.12,4,23.6,9.8333,1,1,0.69,1,34,0
965,1,0,3,0,0,1,0.2982,11.4,28,5,0.4386,1.34,32,7,0.614,0.67,52.6,32.9,2.886,2.65,1,7.61,1,42,0
966,1,0,1,1,0,0,1.8362,17.5,26,3,0.1714,1.97,29.3,5.2,0.2971,0.98,70.4,49.9,2.8514,2.25,2,3.87,1,73,0
967,1,0,1,1,0,0,1.8362,14.9,17,2,0.1342,1.46,19.9,4.2,0.2819,0.73,7,37,2.4832,2.55,1,1.08,0,39,0
968,1,0,3,0,0,1,0.2982,13.5,31,6,0.4444,3.17,35.2,8.1,0.6,1.59,25.2,12.9,0.9556,2.25,1,8.22,0,34,0
969,1,0,3,0,0,1,0.2982,14.3,34,6,0.4196,3.25,37.7,8.4,0.5874,1.63,30.8,26.4,1.8462,3,1,8.22,0,34,0
970,1,0,1,1,0,0,1.8362,2.8,11,5,1.7857,0.27,13.6,7.3,2.6071,0.14,22,46.5,16.6071,1.5,1,3.92,1,50,0
971,1,0,3,0,0,1,0.2982,4.3,11,4,0.9302,0.49,13.5,5.9,1.3721,0.25,10.9,11,2.5581,0.5,0.8,7.64,0,44,1
972,1,0,2,0,1,0,0.6426,4.4,12,4,0.9091,0.43,14.6,6.3,1.4318,0.21,13,25.4,5.7727,0.75,0.8,7.64,0,44,1
973,1,0,1,1,0,0,1.8362,15.6,25,2,0.1282,1.53,28.7,3.8,0.2436,0.77,55,48.7,3.1218,1.95,2,1.05,0,44,0
974,1,0,1,1,0,0,1.8362,15.9,27,2,0.1258,1.56,30.4,4.2,0.2642,0.78,55,50.7,3.1887,1.95,2,1.05,0,44,0
975,1,0,3,0,0,1,0.2982,15.8,31,6,0.3797,1.77,34.6,8.4,0.5316,0.89,49.4,22.7,1.4367,3.25,1,4.49,1,48,0
976,1,0,1,1,0,0,1.8362,8.3,19,4,0.4819,0.81,22,6.3,0.759,0.41,40,40.2,4.8434,0.6,1,10.76,0,34,0
977,1,0,1,1,0,0,1.8362,20.7,41,3,0.1449,2.03,45.1,5.2,0.2512,1.01,89.9,82.3,3.9758,3.25,0.7,0.69,1,40,0
978,1,0,1,1,0,0,1.8362,51,88,2,0.0392,5,94.4,4.2,0.0824,2.5,105.1,90.1,1.7667,8.55,1,0.83,1,45,0
979,1,0,2,0,1,0,0.6426,1,3,2,2,0.1,5.2,4.2,4.2,0.05,6.2,16,16,0.6,0.8,5.74,1,41,0
980,1,0,1,1,0,0,1.8362,13.4,25,2,0.1493,1.31,28.7,3.8,0.2836,0.66,42.6,46.4,3.4627,2.5,1.5,1.36,1,44,0
981,1,0,1,1,0,0,1.8362,6.8,12,2,0.2941,0.67,15.3,3.1,0.4559,0.34,9,28.3,4.1618,1.3,1,0.91,0,43,0
982,1,0,1,1,0,0,1.8362,6.8,13,2,0.2941,0.67,15.7,4.2,0.6176,0.34,9,29.3,4.3088,1.3,1,0.91,0,43,0
983,1,0,1,1,0,0,1.8362,5.9,10,3,0.5085,0.58,12.5,4.9,0.8305,0.29,15,42.5,7.2034,1.5,1,1.05,0,57,0
984,1,0,1,1,0,0,1.8362,10,17,3,0.3,0.98,20,4.9,0.49,0.49,52,49.1,4.91,1.2,2,1.05,1,41,1
985,1,0,1,1,0,0,1.8362,39.7,59,2,0.0504,3.89,72.4,3.1,0.0781,1.95,45.5,91.2,2.2972,4.15,2.5,1.36,1,48,0
986,1,0,1,1,0,0,1.8362,2.3,5,3,1.3043,0.23,6.8,4.4,1.913,0.12,9.3,20.8,9.0435,0.75,1.3,6.39,1,51,1
987,1,0,1,1,0,0,1.8362,36.2,54,7,0.1934,3.55,58.7,9.4,0.2597,1.77,68,33.8,0.9337,4.7,1.3,6.39,0,25,1
988,1,0,1,1,0,0,1.8362,24.9,31,4,0.1606,2.44,38.4,5.6,0.2249,1.22,50,55.2,2.2169,2.65,3,10.94,1,54,0
989,1,0,1,1,0,0,1.8362,47.3,54,3,0.0634,4.64,66.3,4.4,0.093,2.32,78,70.8,1.4968,7.3,1,1.9,1,36,0
990,1,0,1,1,0,0,1.8362,47.1,54,3,0.0637,4.62,66.3,4.4,0.0934,2.31,113,63.7,1.3524,7.25,1,1.9,1,36,0
991,1,0,1,1,0,0,1.8362,47.3,54,3,0.0634,4.64,66.3,4.4,0.093,2.32,103.7,37.7,0.797,7.55,1,1.9,1,36,0
992,1,0,2,0,1,0,0.6426,35.6,48,3,0.0843,3.49,53.6,4.9,0.1376,1.75,92.3,42.6,1.1966,4.85,1,7.35,1,62,0
993,1,0,2,0,1,0,0.6426,35.4,49,3,0.0847,3.47,53.5,5.2,0.1469,1.74,93.8,47.7,1.3475,4.85,1,7.35,1,62,0
994,1,0,3,0,0,1,0.2982,34,46,5,0.1471,3.86,56.6,6.8,0.2,1.94,44.6,40.8,1.2,4.7,1,3.05,1,25,1
995,1,0,1,1,0,0,1.8362,17.3,25,3,0.1734,1.7,28.7,4.9,0.2832,0.85,38.8,58.1,3.3584,4.3,1,3.03,1,39,0
996,1,0,1,1,0,0,1.8362,16.5,24,2,0.1212,1.62,27.2,4.2,0.2545,0.81,43,67,4.0606,4.3,1,3.03,1,39,0
997,1,0,1,1,0,0,1.8362,2.1,5,4,1.9048,0.21,7,5.9,2.8095,0.1,2.2,15.9,7.5714,0.75,1,10.94,1,26,1
998,1,0,1,1,0,0,1.8362,8,15,4,0.5,0.78,18.9,5.6,0.7,0.39,20,16.1,2.0125,0.75,1,10.94,0,49,1
999,1,0,1,1,0,0,1.8362,1.1,3,4,3.6364,0.11,5.2,6.3,5.7273,0.06,3.8,15.8,14.3636,0.75,1,10.94,1,24,1
1000,1,0,1,1,0,0,1.8362,1.1,3,4,3.6364,0.11,4.9,5.9,5.3636,0.06,3.8,15.8,14.3636,0.75,1,10.94,1,24,1
1001,1,0,1,1,0,0,1.8362,17.3,24,2,0.1156,1.7,29.9,3.1,0.1792,0.85,84.8,49.3,2.8497,5.8,2,1.25,1,40,0
1002,1,0,1,1,0,0,1.8362,18,29,2,0.1111,1.76,32.5,4.2,0.2333,0.88,83.3,46.5,2.5833,5.8,2,1.25,1,40,0
1003,1,0,3,0,0,1,0.2982,33.1,59,6,0.1813,8.2,64,8.4,0.2538,4.1,23.2,46.3,1.3988,4.95,1,0.91,0,44,0
1004,1,0,1,1,0,0,1.8362,21.7,32,3,0.1382,2.13,35.6,5.2,0.2396,1.06,105,85,3.9171,5.75,1,16.65,1,28,0
1005,1,0,1,1,0,0,1.8362,20.6,32,3,0.1456,2.02,36.3,4.9,0.2379,1.01,108,73,3.5437,5.75,1,16.65,1,28,0
1006,1,0,1,1,0,0,1.8362,1.3,4,3,2.3077,0.13,5.6,4.4,3.3846,0.07,22.6,30.5,23.4615,0.8,0.6,5.72,1,52,0
1007,1,0,1,1,0,0,1.8362,13.4,21,3,0.2239,1.31,24.4,4.9,0.3657,0.66,28.9,46,3.4328,3.35,1,0.37,0,23,0
1008,1,0,1,1,0,0,1.8362,42,52,3,0.0714,4.12,63.9,4.4,0.1048,2.06,85.2,41.1,0.9786,5.35,1,16.6,1,29,0
1009,1,0,2,0,1,0,0.6426,2,9,2,1,0.2,11.4,3.8,1.9,0.1,4.1,33.6,16.8,0.75,1,17.01,1,34,0
1010,1,0,2,0,1,0,0.6426,34.5,53,2,0.058,3.38,57.7,4.2,0.1217,1.69,122.7,36.3,1.0522,5.9,1,0.65,1,32,0
1011,1,0,2,0,1,0,0.6426,34.4,48,2,0.0581,3.37,53.6,3.8,0.1105,1.69,126.3,41.6,1.2093,5.9,1,0.65,1,32,0
1012,1,0,2,0,1,0,0.6426,0.4,2,4,10,0.04,3.8,5.9,14.75,0.02,4,18.6,46.5,0.75,1,16.65,1,61,0
1013,1,0,2,0,1,0,0.6426,18.6,25,2,0.1075,1.82,31.1,3.1,0.1667,0.91,9,51.4,2.7634,2.85,1,2.32,1,43,0
1014,1,0,2,0,1,0,0.6426,19.2,28,2,0.1042,1.88,31.4,4.2,0.2188,0.94,8,54.9,2.8594,2.85,1,2.32,1,43,0
1015,1,0,2,0,1,0,0.6426,18.6,25,2,0.1075,1.82,31.1,3.1,0.1667,0.91,9,51.4,2.7634,2.85,1,2.32,0,44,0
1016,1,0,2,0,1,0,0.6426,19.2,28,2,0.1042,1.88,31.4,4.2,0.2188,0.94,8,54.9,2.8594,2.85,1,2.32,0,44,0
1017,1,0,2,0,1,0,0.6426,1.3,4,7,5.3846,0.13,5.6,9.2,7.0769,0.07,11.5,30,23.0769,0.8,1,36.88,0,33,0
1018,1,0,1,1,0,0,1.8362,25.6,38,3,0.1172,2.51,46.9,4.4,0.1719,1.25,50.1,41.1,1.6055,3.95,1.5,0.73,1,44,0
1019,1,0,1,1,0,0,1.8362,2,5,2,1,0.2,6.8,3.1,1.55,0.1,48.7,48.4,24.2,1.45,1,3.05,0,38,0
1020,1,0,1,1,0,0,1.8362,48,57,3,0.0625,4.7,69.9,4.4,0.0917,2.35,93.4,41.6,0.8667,4.8,1.5,5.13,1,67,1
1021,1,0,3,0,0,1,0.2982,24.7,56,6,0.2429,3.09,60.8,8.4,0.3401,1.55,62.2,21.3,0.8623,3.6,1,0.97,1,45,0
1022,1,0,3,0,0,1,0.2982,25.4,46,5,0.1969,2.71,56.6,6.8,0.2677,1.36,45.8,26.7,1.0512,3.6,1,0.97,1,45,0
1023,1,0,2,0,1,0,0.6426,2.5,6,2,0.8,0.24,8.1,3.8,1.52,0.12,19.5,30,12,0.8,1,21.02,0,30,0
1024,1,0,1,1,0,0,1.8362,7.2,17,3,0.4167,0.71,20,4.9,0.6806,0.35,26.2,30.5,4.2361,1,1.3,0.99,1,22,1
1025,1,0,1,1,0,0,1.8362,11.5,23,3,0.2609,1.13,26.2,5.2,0.4522,0.56,27.3,27.5,2.3913,0.75,1,2.17,1,57,0
1026,1,0,1,1,0,0,1.8362,33.7,43,2,0.0593,3.3,48.2,3.8,0.1128,1.65,99,57.3,1.7003,6.45,2,0.95,0,30,0
1027,1,0,1,1,0,0,1.8362,2,5,3,1.5,0.2,6.8,4.4,2.2,0.1,28.9,38.5,19.25,0.8,1.5,16.37,0,32,0
1028,1,0,1,1,0,0,1.8362,12.4,23,2,0.1613,1.22,26.5,3.8,0.3065,0.61,76.5,80.8,6.5161,1.6,1,5.74,0,48,0
